"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"1104","cytokinins degradation","Plant Hormone Degradation (11 instances)",NA,NA,NA,NA,NA,NA
"1105","cytosolic NADPH production (yeast)","Electron Carrier Biosynthesis (99 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA
"1106","D-allose degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1107","D-altritol and galactitol degradation","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1108","D-Amino Acid Degradation (3 instances)","Amino Acid Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"1109","D-Apionate Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1110","D-apionate degradation I (xylose isomerase family decarboxylase)","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"1111","D-apionate degradation II (RLP decarboxylase)","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"1112","D-apionate degradation III (RLP transcarboxylase/hydrolase)","Carboxylate Degradation (101 instances)",NA,NA,NA,NA,NA,NA
"1113","D-Apiose Degradation (2 instances)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1114","D-apiose degradation I","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1115","D-apiose degradation II (to D-apionate)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1116","D-arabinose Degradation (3 instances)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1117","D-arabinose degradation I","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1118","D-arabinose degradation II","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1119","D-arabinose degradation III","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1120","D-arabitol degradation","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1121","D-arginine degradation","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA,NA
"1122","D-Carnitine Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1123","D-carnitine degradation I","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"1124","D-carnitine degradation II","Amine and Polyamine Degradation (62 instances)",NA,NA,NA,NA,NA,NA
"1125","D-cycloserine biosynthesis","Toxin Biosynthesis (205 instances)","Amino Acid Biosynthesis (124 instances)",NA,NA,NA,NA,NA
"1126","D-cycloserine inhibition of pyridoxal 5'-phosphate","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA,NA
"1127","D-erythronate degradation I","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1128","D-erythronate degradation II","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1129","D-fructuronate degradation","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1130","D-Galactarate Degradation (2 instances)","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1131","D-galactarate degradation I","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1132","D-galactarate degradation II","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1133","D-galactonate degradation","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1134","D-galactosamine and N-acetyl-D-galactosamine degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1135","D-galactose degradation I (Leloir pathway)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1136","D-galactose degradation II","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1137","D-galactose degradation IV","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1138","D-galactose detoxification",NA,NA,NA,NA,NA,NA,NA
"1139","D-Galacturonate Degradation (3 instances)","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1140","D-galacturonate degradation I","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1141","D-galacturonate degradation II","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1142","D-galacturonate degradation III","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1143","D-Glucarate Degradation (2 instances)","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1144","D-glucarate degradation I","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1145","D-glucarate degradation II","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1146","D-gluconate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1147","D-glucosaminate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1148","D-Glucuronate Degradation (4 instances)","Carboxylate Degradation (101 instances)","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA
"1149","D-glucuronate degradation I","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1150","D-glucuronate degradation II","Sugar Acid Degradation (19 instances)","Sugar Acid Degradation (19 instances)",NA,NA,NA,NA,NA
"1151","D-gulosides conversion to D-glucosides","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1152","D-lactate to cytochrome bo oxidase electron transfer","Respiration (65 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"1153","D-malate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1154","D-Mannose-Degradation (2 instances)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1155","D-mannose degradation I","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1156","D-mannose degradation II","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1157","D-myo-inositol-5-phosphate metabolism","Sugar Alcohol Biosynthesis (22 instances)","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA
"1158","D-myo-inositol (1,3,4)-trisphosphate biosynthesis","Sugar Alcohol Biosynthesis (22 instances)",NA,NA,NA,NA,NA,NA
"1159","D-myo-inositol (1,4,5)-trisphosphate biosynthesis","Sugar Alcohol Biosynthesis (22 instances)",NA,NA,NA,NA,NA,NA
"1160","D-myo-inositol (1,4,5)-trisphosphate degradation","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1161","D-myo-inositol (1,4,5,6)-tetrakisphosphate biosynthesis","Sugar Alcohol Biosynthesis (22 instances)",NA,NA,NA,NA,NA,NA
"1162","D-myo-inositol (3,4,5,6)-tetrakisphosphate biosynthesis","Sugar Alcohol Biosynthesis (22 instances)",NA,NA,NA,NA,NA,NA
"1163","D-phenylglycine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1164","D-serine degradation","Other Amino Acid Degradation (14 instances)","Other Amino Acid Degradation (14 instances)",NA,NA,NA,NA,NA
"1165","D-sorbitol biosynthesis I","Sugar Alcohol Biosynthesis (22 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"1166","D-sorbitol degradation I","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1167","D-sorbitol degradation II","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1168","D-threitol degradation","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1169","D-threonate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1170","D-xylose degradation I","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1171","D-xylose degradation II","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1172","D-xylose degradation III","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1173","D-xylose degradation IV","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1174","D-xylose degradation to ethylene glycol (engineered)","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1175","D-xylose degradation V","Sugar Degradation (77 instances)",NA,NA,NA,NA,NA,NA
"1176","daidzein conjugates interconversion","Activation/Inactivation/Interconversion (53 instances)","Flavonoid Biosynthesis (128 instances)","Phytoalexin Biosynthesis (38 instances)",NA,NA,NA,NA
"1177","daidzin and daidzein degradation","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"1178","dalcochinin biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"1179","dalpatein and dalnigrein biosynthesis","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"1180","dammara-20,24-diene biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"1181","dapdiamides biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1182","daphnetin modification","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"1183","daphnin interconversion","Phenylpropanoid Derivative Biosynthesis (211 instances)","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA
"1184","daunorubicin biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1185","daurichromenate biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"1186","deacetylcephalosporin C biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1187","decaprenoxanthin diglucoside biosynthesis","Carotenoid Biosynthesis (43 instances)",NA,NA,NA,NA,NA,NA
"1188","dechlorogriseofulvin biosynthesis","Toxin Biosynthesis (205 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"1189","deethylsimazine degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"1190","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA,NA
"1191","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA,NA
"1192","dehydro-D-arabinono-1,4-lactone biosynthesis","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"1193","dehydroabietic acid biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"1194","dehydrophos biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1195","dehydroscoulerine biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"1196","delphinidin diglucoside biosynthesis (acyl-glucose dependent)","Flavonoid Biosynthesis (128 instances)",NA,NA,NA,NA,NA,NA
"1197","delta-guaiene biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"1198","demethylmenaquinol-4 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"1199","Demethylmenaquinol-6 Biosynthesis (4 instances)","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"1200","demethylmenaquinol-6 biosynthesis I","Demethylmenaquinol Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1201","demethylmenaquinol-6 biosynthesis II","Demethylmenaquinol Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1202","Demethylmenaquinol-8 Biosynthesis (3 instances)","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"1203","demethylmenaquinol-8 biosynthesis I","Demethylmenaquinol Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1204","demethylmenaquinol-8 biosynthesis II","Demethylmenaquinol Biosynthesis (10 instances)",NA,NA,NA,NA,NA,NA
"1205","demethylmenaquinol-9 biosynthesis","Quinol and Quinone Biosynthesis (57 instances)",NA,NA,NA,NA,NA,NA
"1206","Demethylmenaquinol Biosynthesis (10 instances)","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"1207","Denitrification (4 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1208","deoxynivalenol biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"1209","dermatan sulfate biosynthesis","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)",NA,NA,NA,NA
"1210","dermatan sulfate degradation (metazoa)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)","Glycan Pathways (121 instances)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)",NA,NA
"1211","dermatan sulfate degradation I (bacterial)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)",NA,NA,NA,NA,NA
"1212","des-methyl avenacin A-1 biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"1213","desferrioxamine B biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1214","desferrioxamine E biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1215","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA,NA
"1216","detoxification of reactive carbonyls in chloroplasts",NA,NA,NA,NA,NA,NA,NA
"1217","dhurrin biosynthesis","Nitrogen-Containing Glucoside Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"1218","dhurrin degradation","Nitrogen Containing Glucoside Degradation (12 instances)",NA,NA,NA,NA,NA,NA
"1219","di-myo-inositol phosphate biosynthesis","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"1220","di-trans,poly-cis-undecaprenyl phosphate biosynthesis","Carrier Biosynthesis (137 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"1221","diacylglycerol and triacylglycerol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1222","diacylglycerol biosynthesis (PUFA enrichment in oilseed)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1223","diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1224","diacylsucrose biosynthesis (Solanum)","Sugar Derivative Biosynthesis (34 instances)",NA,NA,NA,NA,NA,NA
"1225","diadinoxanthin and diatoxanthin interconversion","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA
"1226","diadinoxanthin and fucoxanthin biosynthesis","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"1227","dibenzo-p-dioxin degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1228","dibenzofuran degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1229","dibenzothiophene desulfurization","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1230","DIBOA-glucoside biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1231","Dichlorotoluene Degradation (3 instances)","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"1232","dicranin biosynthesis","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,"Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA
"1233","diethylphosphate degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1234","digitoxigenin biosynthesis","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"1235","dihydroconiferyl alcohol biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"1236","DIMBOA-glucoside activation","Activation/Inactivation/Interconversion (53 instances)",NA,NA,NA,NA,NA,NA
"1237","DIMBOA-glucoside biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1238","dimethyl sulfide biosynthesis from methionine","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1239","dimethyl sulfide degradation I","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1240","dimethyl sulfide degradation II (oxidation)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1241","dimethyl sulfone degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1242","dimethyl sulfoxide degradation","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1243","Dimethylbenzene Degradation (2 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1244","Dimethylsulfide Degradation (3 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1245","dimethylsulfide to cytochrome c2 electron transfer","Sulfur Compound Metabolism (87 instances)","Generation of Precursor Metabolites and Energy (240 instances)",NA,NA,NA,NA,NA
"1246","Dimethylsulfoniopropanoate Biosynthesis (3 instances)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"1247","dimethylsulfoniopropanoate biosynthesis I (Wollastonia)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA,NA
"1248","dimethylsulfoniopropanoate biosynthesis II (Spartina)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA,NA
"1249","dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA,NA
"1250","Dimethylsulfoniopropanoate Degradation (4 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1251","dimethylsulfoniopropanoate degradation I (cleavage)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1252","dimethylsulfoniopropanoate degradation II (cleavage)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1253","dimethylsulfoniopropanoate degradation III (demethylation)","Sulfur Compound Metabolism (87 instances)",NA,NA,NA,NA,NA,NA
"1254","dimorphecolate biosynthesis","Polyunsaturated Fatty Acid Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA
"1255","dimycocerosyl phthiocerol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1256","dimycocerosyl triglycosyl phenolphthiocerol biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1257","Dinitrotoluene Degradation (3 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"1258","dinoflagellate bioluminescence",NA,NA,NA,NA,NA,NA,NA
"1259","Dipeptide Biosynthesis (1 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1260","diphenyl ethers degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1261","diphenylamine degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1262","Diphthamide Biosynthesis (2 instances)","Amino Acid Biosynthesis (124 instances)",NA,NA,NA,NA,NA,NA
"1263","diphthamide biosynthesis I (archaea)","Modification of Amino Acid Within Proteins (4 instances)",NA,NA,NA,NA,NA,NA
"1264","diphthamide biosynthesis II (eukaryotes)","Modification of Amino Acid Within Proteins (4 instances)",NA,NA,NA,NA,NA,NA
"1265","diphyllin biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"1266","dipicolinate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1267","diploterol biosynthesis","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
