"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"1205","demethylmenaquinol-9 biosynthesis","Electron Carrier Biosynthesis (99 instances)",NA,NA,NA,NA,NA,NA
"1206","Demethylmenaquinol Biosynthesis (10 instances)","Carrier Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"1207","Denitrification (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1208","deoxynivalenol biosynthesis","Terpenoid Biosynthesis (203 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"1209","dermatan sulfate biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA,NA
"1210","dermatan sulfate degradation (metazoa)","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,"Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA
"1211","dermatan sulfate degradation I (bacterial)","Carbohydrate Degradation (134 instances)","Polymeric Compound Degradation (52 instances)",NA,NA,NA,NA,NA
"1212","des-methyl avenacin A-1 biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1213","desferrioxamine B biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1214","desferrioxamine E biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1215","Detoxification (65 instances)",NA,NA,NA,NA,NA,NA,NA
"1216","detoxification of reactive carbonyls in chloroplasts",NA,NA,NA,NA,NA,NA,NA
"1217","dhurrin biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"1218","dhurrin degradation","Nitrogen Containing Secondary Compound Degradation (23 instances)",NA,NA,NA,NA,NA,NA
"1219","di-myo-inositol phosphate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1220","di-trans,poly-cis-undecaprenyl phosphate biosynthesis","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"1221","diacylglycerol and triacylglycerol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1222","diacylglycerol biosynthesis (PUFA enrichment in oilseed)",NA,NA,NA,NA,NA,NA,NA
"1223","diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1224","diacylsucrose biosynthesis (Solanum)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1225","diadinoxanthin and diatoxanthin interconversion","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"1226","diadinoxanthin and fucoxanthin biosynthesis","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"1227","dibenzo-p-dioxin degradation",NA,NA,NA,NA,NA,NA,NA
"1228","dibenzofuran degradation",NA,NA,NA,NA,NA,NA,NA
"1229","dibenzothiophene desulfurization",NA,NA,NA,NA,NA,NA,NA
"1230","DIBOA-glucoside biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1231","Dichlorotoluene Degradation (3 instances)","Aromatic Compound Degradation (227 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA
"1232","dicranin biosynthesis","Fatty Acid Biosynthesis (92 instances)",NA,"Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA
"1233","diethylphosphate degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1234","digitoxigenin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1235","dihydroconiferyl alcohol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1236","DIMBOA-glucoside activation",NA,NA,NA,NA,NA,NA,NA
"1237","DIMBOA-glucoside biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1238","dimethyl sulfide biosynthesis from methionine","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1239","dimethyl sulfide degradation I","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1240","dimethyl sulfide degradation II (oxidation)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1241","dimethyl sulfone degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1242","dimethyl sulfoxide degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1243","Dimethylbenzene Degradation (2 instances)",NA,NA,NA,NA,NA,NA,NA
"1244","Dimethylsulfide Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1245","dimethylsulfide to cytochrome c2 electron transfer","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1246","Dimethylsulfoniopropanoate Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1247","dimethylsulfoniopropanoate biosynthesis I (Wollastonia)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"1248","dimethylsulfoniopropanoate biosynthesis II (Spartina)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"1249","dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"1250","Dimethylsulfoniopropanoate Degradation (4 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1251","dimethylsulfoniopropanoate degradation I (cleavage)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1252","dimethylsulfoniopropanoate degradation II (cleavage)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1253","dimethylsulfoniopropanoate degradation III (demethylation)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA,NA
"1254","dimorphecolate biosynthesis","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"1255","dimycocerosyl phthiocerol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1256","dimycocerosyl triglycosyl phenolphthiocerol biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1257","Dinitrotoluene Degradation (3 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1258","dinoflagellate bioluminescence",NA,NA,NA,NA,NA,NA,NA
"1259","Dipeptide Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA,NA
"1260","diphenyl ethers degradation",NA,NA,NA,NA,NA,NA,NA
"1261","diphenylamine degradation",NA,NA,NA,NA,NA,NA,NA
"1262","Diphthamide Biosynthesis (2 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1263","diphthamide biosynthesis I (archaea)","Amino Acid Biosynthesis (124 instances)",NA,NA,NA,NA,NA,NA
"1264","diphthamide biosynthesis II (eukaryotes)","Amino Acid Biosynthesis (124 instances)",NA,NA,NA,NA,NA,NA
"1265","diphyllin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1266","dipicolinate biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1267","diploterol biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1268","dipyrromethane cofactor biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1269","Dissimilatory Sulfate Reduction (1 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1270","dissimilatory sulfate reduction I (to hydrogen sufide))","Generation of Precursor Metabolites and Energy (240 instances)","Inorganic Nutrient Metabolism (142 instances)",NA,NA,NA,NA,NA
"1271","diterpene phytoalexins precursors biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA
"1272","Diterpenoid Biosynthesis (44 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1273","Divinyl Ether Biosynthesis (2 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1274","divinyl ether biosynthesis I","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1275","divinyl ether biosynthesis II","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1276","Docosahexaenoate Biosynthesis (4 instances)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"1277","docosahexaenoate biosynthesis I (lower eukaryotes)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"1278","docosahexaenoate biosynthesis II (bacteria)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"1279","docosahexaenoate biosynthesis III (6-desaturase, mammals)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"1280","docosahexaenoate biosynthesis IV (4-desaturase, mammals)","Unsaturated Fatty Acid Biosynthesis (60 instances)",NA,NA,NA,NA,NA,NA
"1281","dodecaprenyl diphosphate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1282","dolabralexins biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1283","dolichol and dolichyl phosphate biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1284","domoic acid biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1285","dopamine degradation",NA,NA,NA,NA,NA,NA,NA
"1286","doxorubicin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1287","drosopterin and aurodrosopterin biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1288","dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1289","dTDP-3-acetamido-alpha-D-fucose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1290","dTDP-4-O-demethyl-beta-L-noviose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1291","dTDP-6-deoxy-alpha-D-allose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1292","dTDP-alpha-D-forosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1293","dTDP-alpha-D-mycaminose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1294","dTDP-alpha-D-olivose, dTDP-alpha-D-oliose and dTDP-alpha-D-mycarose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1295","dTDP-alpha-D-ravidosamine and dTDP-4-acetyl-alpha-D-ravidosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1296","dTDP-beta-D-fucofuranose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1297","dTDP-beta-L-4-epi-vancosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1298","dTDP-beta-L-digitoxose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1299","dTDP-beta-L-evernitrose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1300","dTDP-beta-L-megosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1301","dTDP-beta-L-mycarose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1302","dTDP-beta-L-olivose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1303","dTDP-beta-L-rhamnose biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1304","dTDP-D-desosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1305","dTDP-L-daunosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1306","dTDP-N-acetylthomosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1307","dTDP-N-acetylviosamine biosynthesis","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA,NA
"1308","dTDP-sugar Biosynthesis (22 instances)","Carbohydrate Biosynthesis (228 instances)",NA,NA,NA,NA,NA,NA
"1309","dTMP de novo biosynthesis (mitochondrial)",NA,NA,NA,NA,NA,NA,NA
"1310","dZTP biosynthesis","Nucleoside and Nucleotide Biosynthesis (57 instances)","Purine Nucleotide Biosynthesis (33 instances)",NA,NA,NA,NA,NA
"1311","ecdysone and 20-hydroxyecdysone biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1312","ecdysteroid metabolism (arthropods)",NA,NA,NA,NA,NA,NA,NA
"1313","echinatin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1314","echinenone and zeaxanthin biosynthesis (Synechocystis)","Terpenoid Biosynthesis (203 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"1315","echinocandin B biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1316","echinocandin B degradation","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"1317","echinomycin and triostin A biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1318","ectoine biosynthesis",NA,NA,NA,NA,NA,NA,NA
"1319","ectoine degradation",NA,NA,NA,NA,NA,NA,NA
"1320","Electron Carrier Biosynthesis (99 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1321","Electron Transfer Chains (43 instances)",NA,NA,NA,NA,NA,NA,NA
"1322","ellagic acid degradation to urolithins",NA,NA,NA,NA,NA,NA,NA
"1323","Ellagitannin Biosynthesis (1 instances)","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1324","elloramycin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1325","emetine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1326","emodin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1327","ent-kaurene biosynthesis I","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"1328","ent -kaurene biosynthesis II","Hormone Biosynthesis (68 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA
"1329","enterobacterial common antigen biosynthesis","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)","Glycan Pathways (121 instances)",NA,NA,NA,NA
"1330","enterobactin biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1331","Entner-Doudoroff pathway I","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1332","Entner-Doudoroff pathway II (non-phosphorylative)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1333","Entner-Doudoroff pathway III (semi-phosphorylative)","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1334","Entner-Doudoroff Pathways (4 instances)",NA,"Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA
"1335","Entner-Doudoroff shunt","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"1336","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA,NA
"1337","ephedrine biosynthesis","Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA,NA
"1338","epiberberine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)",NA,NA,NA,NA,NA,NA
"1339","Epidermal Structures (2 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1340","Epoxylated Fatty Acid Biosynthesis (3 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1341","epoxypseudoisoeugenol-2-methylbutanoate biosynthesis","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1342","epoxysqualene biosynthesis",NA,"Secondary Metabolite Biosynthesis (911 instances)",NA,NA,NA,NA,NA
"1343","equisetin biosynthesis","Secondary Metabolite Biosynthesis (911 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"1344","Ergosterol Biosynthesis (4 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1345","ergosterol biosynthesis I","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"1346","ergosterol biosynthesis II","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"1347","ergotamine biosynthesis","Nitrogen-Containing Secondary Compound Biosynthesis (122 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA
"1348","Ergothioneine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA,NA
"1349","ergothioneine biosynthesis I (bacteria)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1350","ergothioneine biosynthesis II (fungi)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"1351","eriodictyol C-glucosylation","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"1352","Erythritol Degradation (2 instances)","Secondary Metabolite Degradation (127 instances)",NA,NA,NA,NA,NA,NA
"1353","erythritol degradation I","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1354","erythritol degradation II","Sugar Derivative Degradation (56 instances)",NA,NA,NA,NA,NA,NA
"1355","erythro-tetrahydrobiopterin biosynthesis I","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"1356","erythromycin A biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1357","erythromycin D biosynthesis","Toxin Biosynthesis (205 instances)",NA,NA,NA,NA,NA,NA
"1358","Escherichia coli serotype O:104 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1359","Escherichia coli serotype O:107 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1360","Escherichia coli serotype O:111/Salmonella enterica serotype O:35 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1361","Escherichia coli serotype O:117 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1362","Escherichia coli serotype O:127 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1363","Escherichia coli serotype O:128 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1364","Escherichia coli serotype O:149/Shigella boydii serotype O1 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1365","Escherichia coli serotype O:15 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1366","Escherichia coli serotype O:152 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1367","Escherichia coli serotype O:157/Salmonella enterica serotype O:30 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1368","Escherichia coli serotype O:169 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1369","Escherichia coli serotype O:177 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
"1370","Escherichia coli serotype O:183/Shigella boydii serotype O:10 O antigen biosynthesis","Glycan Biosynthesis (99 instances)","Carbohydrate Biosynthesis (228 instances)","Cell Structure Biosynthesis (104 instances)","Glycan Biosynthesis (99 instances)",NA,NA,NA
