"","L1...Terminal.Pathway","L2A","L2B","L2C","L2D","L2E","L2F","L2G"
"715","betacyanin biosynthesis","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"716","betacyanin biosynthesis (via dopamine)","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"717","Betaine Biosynthesis (6 instances)","Amine and Polyamine Biosynthesis (38 instances)","Organic Solute Biosynthesis (25 instances)",NA,NA,NA,NA,NA
"718","Betalaine Alkaloid Biosynthesis (8 instances)","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"719","betalamic acid biosynthesis","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"720","betanidin degradation","Alkaloid Degradation (8 instances)",NA,NA,NA,NA,NA,NA
"721","betaxanthin biosynthesis","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"722","betaxanthin biosynthesis (via dopamine)","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"723","betaxanthin biosynthesis (via dopaxanthin)","Betalaine Alkaloid Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"724","betulinate biosynthesis","Triterpenoid Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"725","Bifidobacterium shunt","Fermentation to Acetate (21 instances)","Fermentation to Acetate (21 instances)","Fermentation to Lactate (8 instances)","Sugar Degradation (77 instances)",NA,NA,NA
"726","bikaverin biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
"727","bile acid 7alpha-dehydroxylation","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"728","bile acid 7beta-dehydroxylation","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"729","bile acid biosynthesis, neutral pathway","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"730","Bile Acid Degradation (7 instances)","Carboxylate Degradation (101 instances)","Steroid Degradation (19 instances)",NA,NA,NA,NA,NA
"731","bile acids 12-O-epimerization","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"732","bile acids 3-O-epimerization","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"733","bile acids 7-O epimerization","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"734","bile acids deconjugation","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)",NA,NA,NA,NA,NA
"735","bile acids epimerization","Bile Acid Degradation (7 instances)","Bile Acid Degradation (7 instances)","Metabolic Clusters (69 instances)","Superpathways (382 instances)",NA,NA,NA
"736","biochanin A conjugates interconversion","Interconversions (22 instances)","Isoflavonoid Biosynthesis (31 instances)","Isoflavonoid Phytoalexin Biosynthesis (17 instances)",NA,NA,NA,NA
"737","Bioluminescence (7 instances)",NA,NA,NA,NA,NA,NA,NA
"738","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA,NA
"739","biosynthesis of Lewis epitopes (H. pylori)","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)","Protein Glycosylation (22 instances)",NA,NA,NA,NA
"740","biotin-carboxyl carrier protein assembly","Fatty Acid and Lipid Biosynthesis (224 instances)",NA,NA,NA,NA,NA,NA
"741","Biotin Biosynthesis (5 instances)","Enzyme Cofactor Biosynthesis (137 instances)",NA,NA,NA,NA,NA,NA
"742","biotin biosynthesis from 8-amino-7-oxononanoate I","Biotin Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"743","biotin biosynthesis from 8-amino-7-oxononanoate II","Biotin Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"744","biotin biosynthesis from 8-amino-7-oxononanoate III","Biotin Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"745","biotin biosynthesis I","Biotin Biosynthesis (5 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"746","biotin biosynthesis II","Biotin Biosynthesis (5 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"747","biphenyl degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"748","bis(guanylyl molybdenum cofactor) biosynthesis","Molybdenum-Containing Cofactor Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA
"749","bis(guanylyl molybdopterin) cofactor sulfurylation","Molybdenum-Containing Cofactor Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA
"750","bis(guanylyl tungstenpterin) cofactor biosynthesis","Molybdenum-Containing Cofactor Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA
"751","bis(tungstenpterin) cofactor biosynthesis","Molybdenum-Containing Cofactor Biosynthesis (12 instances)",NA,NA,NA,NA,NA,NA
"752","bisabolene biosynthesis (engineered)","Sesquiterpenoid Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"753","bisbenzylisoquinoline alkaloid biosynthesis","Isoquinoline and Benzylisoquinoline Alkaloid Biosynthesis (14 instances)",NA,NA,NA,NA,NA,NA
"754","bisphenol A degradation","Phenolic Compound Degradation (27 instances)",NA,NA,NA,NA,NA,NA
"755","bisucaberin biosynthesis","Siderophore and Metallophore Biosynthesis (29 instances)",NA,NA,NA,NA,NA,NA
"756","bixin biosynthesis","Apocarotenoid Biosynthesis (4 instances)","Apocarotenoid Biosynthesis (4 instances)",NA,NA,NA,NA,NA
"757","blasticidin S biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"758","bombykol biosynthesis","Hormone Biosynthesis (68 instances)","Metabolic Clusters (69 instances)",NA,NA,NA,NA,NA
"759","bornyl diphosphate biosynthesis","Monoterpenoid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"760","botrydial biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)",NA,NA,NA,NA,NA,NA
"761","botryococcenes and methylated squalene biosynthesis","Triterpenoid Biosynthesis (32 instances)",NA,NA,NA,NA,NA,NA
"762","branched-chain polyamines biosynthesis","Amine and Polyamine Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"763","Branched Fatty Acid Biosynthesis (5 instances)","Fatty Acid Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"764","brassicicene C biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"765","Brassinosteroid Biosynthesis (2 instances)","Plant Hormone Biosynthesis (37 instances)",NA,NA,NA,NA,NA,NA
"766","brassinosteroid biosynthesis I","Brassinosteroid Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"767","brassinosteroid biosynthesis II","Brassinosteroid Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"768","brassinosteroids inactivation","Inactivation (19 instances)","Metabolic Clusters (69 instances)","Plant Hormone Degradation (11 instances)",NA,NA,NA,NA
"769","brominated pyrroles biosynthesis","Halogenated Aromatic Compound Biosynthesis (8 instances)",NA,NA,NA,NA,NA,NA
"770","Brucella abortus O antigen biosynthesis","O-Antigen Biosynthesis (45 instances)","O-Antigen Biosynthesis (45 instances)","O-Antigen Biosynthesis (45 instances)","O-Antigen Biosynthesis (45 instances)",NA,NA,NA
"771","bryostatin biosynthesis","Polyketide Biosynthesis (42 instances)",NA,NA,NA,NA,NA,NA
"772","bupropion degradation","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"773","butachlor degradation","Chloroaromatic Compound Degradation (35 instances)","Chloroaromatic Compound Degradation (35 instances)",NA,NA,NA,NA,NA
"774","butane degradation","Carbohydrate Degradation (134 instances)",NA,NA,NA,NA,NA,NA
"775","Butanediol Biosynthesis (6 instances)","Other Biosynthesis (18 instances)",NA,NA,NA,NA,NA,NA
"776","butanol and isobutanol biosynthesis (engineered)","Fermentation to Alcohols (17 instances)",NA,NA,NA,NA,NA,NA
"777","butirosin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"778","C1 Compound Utilization and Assimilation (39 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"779","C20 prostanoid biosynthesis","Hormone Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"780","C30 Carotenoid Biosynthesis (2 instances)","Carotenoid Biosynthesis (43 instances)","Triterpenoid Biosynthesis (32 instances)",NA,NA,NA,NA,NA
"781","C4 photosynthetic carbon assimilation cycle, NAD-ME type","Photosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"782","C4 photosynthetic carbon assimilation cycle, NADP-ME type","Photosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"783","C4 photosynthetic carbon assimilation cycle, PEPCK type","Photosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"784","C40 Carotenoid Biosynthesis (37 instances)","Carotenoid Biosynthesis (43 instances)","Tetraterpenoid Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"785","C50 Carotenoid Biosynthesis (4 instances)","Carotenoid Biosynthesis (43 instances)",NA,NA,NA,NA,NA,NA
"786","cadaverine biosynthesis","Acid Resistance (4 instances)","Amine and Polyamine Biosynthesis (38 instances)",NA,NA,NA,NA,NA
"787","Caffeine Biosynthesis (2 instances)","Purine Alkaloid Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"788","caffeine biosynthesis I","Caffeine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"789","caffeine biosynthesis II (via paraxanthine)","Caffeine Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"790","Caffeine Degradation (5 instances)","Alkaloid Degradation (8 instances)",NA,NA,NA,NA,NA,NA
"791","caffeine degradation I (main, plants)","Caffeine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"792","caffeine degradation II","Caffeine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"793","caffeine degradation III (bacteria, via demethylation)","Caffeine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"794","caffeine degradation IV (bacteria, via demethylation and oxidation)","Caffeine Degradation (5 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"795","caffeine degradation V (bacteria, via trimethylurate)","Caffeine Degradation (5 instances)",NA,NA,NA,NA,NA,NA
"796","caffeoylglucarate biosynthesis","Phenylpropanoid Derivative Biosynthesis (211 instances)",NA,NA,NA,NA,NA,NA
"797","calendate biosynthesis","Conjugated Fatty Acid Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"798","calonectrin biosynthesis","Tricothecene Biosynthesis (5 instances)","Tricothecene Biosynthesis (5 instances)",NA,NA,NA,NA,NA
"799","Calvin-Benson-Bassham cycle","Autotrophic CO2 Fixation (12 instances)","Sugar Biosynthesis (107 instances)",NA,NA,NA,NA,NA
"800","calycosin 7-O-glucoside biosynthesis","Isoflavonoid Biosynthesis (31 instances)",NA,NA,NA,NA,NA,NA
"801","calystegine biosynthesis","Tropane Alkaloid Biosynthesis (5 instances)",NA,NA,NA,NA,NA,NA
"802","camalexin biosynthesis","Indole Phytoalexin Biosynthesis (1 instances)",NA,NA,NA,NA,NA,NA
"803","Camphor Biosynthesis (2 instances)","Monoterpenoid Biosynthesis (24 instances)",NA,NA,NA,NA,NA,NA
"804","Camphor Degradation (2 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA,NA
"805","camptothecin biosynthesis","Quinoline Alkaloid Biosynthesis (2 instances)",NA,NA,NA,NA,NA,NA
"806","canavanine biosynthesis","Non-Protein Amino Acid Biosynthesis (6 instances)",NA,NA,NA,NA,NA,NA
"807","canavanine degradation","Nitrogen Containing Secondary Compound Degradation (23 instances)",NA,NA,NA,NA,NA,NA
"808","candicidin biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
"809","cannabinoid biosynthesis","Terpenophenolic Biosynthesis (7 instances)",NA,NA,NA,NA,NA,NA
"810","canthaxanthin biosynthesis","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"811","capsaicin biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"812","capsanthin and capsorubin biosynthesis","C40 Carotenoid Biosynthesis (37 instances)","C40 Carotenoid Biosynthesis (37 instances)",NA,NA,NA,NA,NA
"813","capsiconiate biosynthesis","Alkaloid Biosynthesis (89 instances)",NA,NA,NA,NA,NA,NA
"814","capsidiol biosynthesis","Sesquiterpenoid Biosynthesis (41 instances)","Terpenoid Phytoalexin Biosynthesis (10 instances)",NA,NA,NA,NA,NA
"815","carbaryl degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"816","carbazole degradation","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"817","Carbofuran Degradation (3 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"818","carbofuran degradation I","Carbofuran Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"819","carbofuran degradation II","Carbofuran Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"820","carbofuran degradation III","Carbofuran Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"821","Carbohydrate Biosynthesis (228 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"822","Carbohydrate Degradation (134 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"823","Carbon Disulfide Degradation (3 instances)","Degradation/Utilization/Assimilation - Other (28 instances)",NA,NA,NA,NA,NA,NA
"824","carbon disulfide oxidation I (anaerobic)","Carbon Disulfide Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"825","carbon disulfide oxidation II (aerobic)","Carbon Disulfide Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"826","carbon disulfide oxidation III (metazoa)","Carbon Disulfide Degradation (3 instances)",NA,NA,NA,NA,NA,NA
"827","carbon monoxide oxidation to CO2","C1 Compound Utilization and Assimilation (39 instances)",NA,NA,NA,NA,NA,NA
"828","Carbon Tetrachloride Degradation (2 instances)","Chlorinated Compound Degradation (44 instances)",NA,NA,NA,NA,NA,NA
"829","carbon tetrachloride degradation I","Carbon Tetrachloride Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"830","carbon tetrachloride degradation II","Carbon Tetrachloride Degradation (2 instances)",NA,NA,NA,NA,NA,NA
"831","Carboxylate Degradation (101 instances)","Degradation/Utilization/Assimilation (1104 instances)",NA,NA,NA,NA,NA,NA
"832","cardenolide glucosides biosynthesis","Sterol Biosynthesis (28 instances)",NA,NA,NA,NA,NA,NA
"833","cardiolipin and phosphatidylethanolamine biosynthesis (Xanthomonas)","Cardiolipin Biosynthesis (4 instances)","Phosphatidylethanolamine Biosynthesis (5 instances)","Superpathways (382 instances)",NA,NA,NA,NA
"834","Cardiolipin Biosynthesis (4 instances)","Phospholipid Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"835","cardiolipin biosynthesis I","Cardiolipin Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"836","cardiolipin biosynthesis II","Cardiolipin Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"837","cardiolipin biosynthesis III","Cardiolipin Biosynthesis (4 instances)",NA,NA,NA,NA,NA,NA
"838","carnosate bioynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"839","carnosine biosynthesis","Metabolic Regulator Biosynthesis (36 instances)",NA,NA,NA,NA,NA,NA
"840","Carotenoid Biosynthesis (43 instances)","Terpenoid Biosynthesis (203 instances)",NA,NA,NA,NA,NA,NA
"841","carotenoid cleavage","Metabolic Clusters (69 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA
"842","carrageenan biosynthesis","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)",NA,NA,NA,NA
"843","Carrageenan Degradation (3 instances)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)",NA,NA,NA,NA,NA
"844","Carrier Biosynthesis (137 instances)","Cofactor, Carrier, and Vitamin Biosynthesis (258 instances)",NA,NA,NA,NA,NA,NA
"845","Carveol Degradation (2 instances)","Terpenoid Degradation (22 instances)",NA,NA,NA,NA,NA,NA
"846","casbene biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"847","Catechol Degradation (7 instances)","Aromatic Compound Degradation (227 instances)",NA,NA,NA,NA,NA,NA
"848","catechol degradation I (meta-cleavage pathway)","Catechol Degradation (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"849","catechol degradation II (meta-cleavage pathway)","Catechol Degradation (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"850","catechol degradation III (ortho-cleavage pathway)","Catechol Degradation (7 instances)","Superpathways (382 instances)",NA,NA,NA,NA,NA
"851","catechol degradation to 2-hydroxypentadienoate I","Catechol Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"852","catechol degradation to 2-hydroxypentadienoate II","Catechol Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"853","catechol degradation to beta-ketoadipate","Catechol Degradation (7 instances)",NA,NA,NA,NA,NA,NA
"854","catecholamine biosynthesis","Hormone Biosynthesis (68 instances)",NA,NA,NA,NA,NA,NA
"855","CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"856","CDP-6-deoxy-D-gulose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"857","CDP-abequose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"858","CDP-archaeol biosynthesis","Phospholipid Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"859","CDP-ascarylose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"860","CDP-D-arabitol biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"861","CDP-D-mannitol biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"862","CDP-diacylglycerol Biosynthesis (3 instances)","Phospholipid Biosynthesis (38 instances)",NA,NA,NA,NA,NA,NA
"863","CDP-diacylglycerol biosynthesis I","CDP-diacylglycerol Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"864","CDP-diacylglycerol biosynthesis II","CDP-diacylglycerol Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"865","CDP-diacylglycerol biosynthesis III","CDP-diacylglycerol Biosynthesis (3 instances)",NA,NA,NA,NA,NA,NA
"866","CDP-paratose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"867","CDP-sugar Biosynthesis (9 instances)","Sugar Nucleotide Biosynthesis (92 instances)",NA,NA,NA,NA,NA,NA
"868","CDP-tyvelose biosynthesis","CDP-sugar Biosynthesis (9 instances)",NA,NA,NA,NA,NA,NA
"869","cell-surface glycoconjugate-linked phosphocholine biosynthesis","Macromolecule Modification (64 instances)",NA,NA,NA,NA,NA,NA
"870","cell-surface glycoconjugate-linked phosphonate biosynthesis","Macromolecule Modification (64 instances)","Phosphonate Metabolism (13 instances)",NA,NA,NA,NA,NA
"871","Cell Structure Biosynthesis (104 instances)","Biosynthesis (1993 instances)",NA,NA,NA,NA,NA,NA
"872","Cell Wall Biosynthesis (26 instances)","Cell Structure Biosynthesis (104 instances)",NA,NA,NA,NA,NA,NA
"873","cellulose and hemicellulose degradation (cellulolosome)","Cellulose Degradation (3 instances)","Cellulose Degradation (3 instances)","Metabolic Clusters (69 instances)",NA,NA,NA,NA
"874","cellulose biosynthesis","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Polysaccharide Biosynthesis (73 instances)","Primary Cell Wall (3 instances)","Secondary Cell Wall (3 instances)",NA,NA
"875","Cellulose Degradation (3 instances)","Polysaccharide Degradation (47 instances)","Polysaccharide Degradation (47 instances)",NA,NA,NA,NA,NA
"876","cellulose degradation I (cellulosome)","Cellulose Degradation (3 instances)","Cellulose Degradation (3 instances)","Glycan Degradation (11 instances)","Glycan Degradation (11 instances)","Glycan Degradation (11 instances)",NA,NA
"877","cellulose degradation II (fungi)","Cellulose Degradation (3 instances)","Cellulose Degradation (3 instances)",NA,NA,NA,NA,NA
"878","cembratrienediol biosynthesis","Diterpenoid Biosynthesis (44 instances)",NA,NA,NA,NA,NA,NA
"879","cephalosporin C biosynthesis","Antibiotic Biosynthesis (123 instances)",NA,NA,NA,NA,NA,NA
