feature,Enzyme_name,Description,Pathway_ID,Pathway_Name,L2 (Superpathway)
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko00680,Methane metabolism,Energy Metabolism
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko01200,Carbon metabolism,#N/A
K01624,"FBA, fbaA","fructose-bisphosphate aldolase, class II [EC:4.1.2.13]",ko01230,Biosynthesis of amino acids,#N/A
K01625,eda,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K01625,eda,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01625,eda,2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],ko01200,Carbon metabolism,#N/A
K01626,"E2.5.1.54, aroF, aroG, aroH",3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01626,"E2.5.1.54, aroF, aroG, aroH",3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54],ko01230,Biosynthesis of amino acids,#N/A
K01627,kdsA,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55],ko00540,Lipopolysaccharide biosynthesis,Glycan Biosynthesis and Metabolism
K01628,fucA,L-fuculose-phosphate aldolase [EC:4.1.2.17],ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K01629,rhaD,rhamnulose-1-phosphate aldolase [EC:4.1.2.19],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K01629,rhaD,rhamnulose-1-phosphate aldolase [EC:4.1.2.19],ko00051,Fructose and mannose metabolism,Carbohydrate Metabolism
K01630,garL,2-dehydro-3-deoxyglucarate aldolase [EC:4.1.2.20],ko00053,Ascorbate and aldarate metabolism,Carbohydrate Metabolism
K01631,dgoA,2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21],ko00052,Galactose metabolism,Carbohydrate Metabolism
K01632,E4.1.2.22,fructose-6-phosphate phosphoketolase [EC:4.1.2.22],ko00710,Carbon fixation in photosynthetic organisms,Energy Metabolism
K01633,folB,dihydroneopterin aldolase [EC:4.1.2.25],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K01634,"SGPL1, DPL1",sphinganine-1-phosphate aldolase [EC:4.1.2.27],ko00600,Sphingolipid metabolism,Lipid Metabolism
K01634,"SGPL1, DPL1",sphinganine-1-phosphate aldolase [EC:4.1.2.27],ko04071,Sphingolipid signaling pathway,#N/A
K01635,lacD,"tagatose 1,6-diphosphate aldolase [EC:4.1.2.40]",ko00052,Galactose metabolism,Carbohydrate Metabolism
K01637,"E4.1.3.1, aceA",isocitrate lyase [EC:4.1.3.1],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01637,"E4.1.3.1, aceA",isocitrate lyase [EC:4.1.3.1],ko01200,Carbon metabolism,#N/A
K01638,"E2.3.3.9, aceB, glcB",malate synthase [EC:2.3.3.9],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01638,"E2.3.3.9, aceB, glcB",malate synthase [EC:2.3.3.9],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01638,"E2.3.3.9, aceB, glcB",malate synthase [EC:2.3.3.9],ko01200,Carbon metabolism,#N/A
K01639,"E4.1.3.3, nanA, NPL",N-acetylneuraminate lyase [EC:4.1.3.3],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K01640,"E4.1.3.4, HMGCL, hmgL",hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],ko00072,Synthesis and degradation of ketone bodies,Lipid Metabolism
K01640,"E4.1.3.4, HMGCL, hmgL",hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K01640,"E4.1.3.4, HMGCL, hmgL",hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],ko00281,Geraniol degradation,Metabolism of Terpenoids and Polyketides
K01640,"E4.1.3.4, HMGCL, hmgL",hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K01640,"E4.1.3.4, HMGCL, hmgL",hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4],ko04146,Peroxisome,Transport and Catabolism
K01641,E2.3.3.10,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],ko00072,Synthesis and degradation of ketone bodies,Lipid Metabolism
K01641,E2.3.3.10,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K01641,E2.3.3.10,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K01641,E2.3.3.10,hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K01643,citF,citrate lyase subunit alpha / citrate CoA-transferase [EC:2.8.3.10],ko02020,Two-component system,Signal Transduction
K01644,citE,citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34],ko02020,Two-component system,Signal Transduction
K01646,citD,citrate lyase subunit gamma (acyl carrier protein),ko02020,Two-component system,Signal Transduction
K01647,"CS, gltA",citrate synthase [EC:2.3.3.1],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01647,"CS, gltA",citrate synthase [EC:2.3.3.1],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01647,"CS, gltA",citrate synthase [EC:2.3.3.1],ko01200,Carbon metabolism,#N/A
K01647,"CS, gltA",citrate synthase [EC:2.3.3.1],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01647,"CS, gltA",citrate synthase [EC:2.3.3.1],ko01230,Biosynthesis of amino acids,#N/A
K01648,ACLY,ATP citrate (pro-S)-lyase [EC:2.3.3.8],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01648,ACLY,ATP citrate (pro-S)-lyase [EC:2.3.3.8],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01649,leuA,2-isopropylmalate synthase [EC:2.3.3.13],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K01649,leuA,2-isopropylmalate synthase [EC:2.3.3.13],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01649,leuA,2-isopropylmalate synthase [EC:2.3.3.13],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01649,leuA,2-isopropylmalate synthase [EC:2.3.3.13],ko01230,Biosynthesis of amino acids,#N/A
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko00660,C5-Branched dibasic acid metabolism,Carbohydrate Metabolism
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01652,"E2.2.1.6L, ilvB, ilvG, ilvI",acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ko01230,Biosynthesis of amino acids,#N/A
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko00660,C5-Branched dibasic acid metabolism,Carbohydrate Metabolism
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01653,"E2.2.1.6S, ilvH, ilvN",acetolactate synthase I/III small subunit [EC:2.2.1.6],ko01230,Biosynthesis of amino acids,#N/A
K01654,"E2.5.1.56, neuB",N-acetylneuraminate synthase [EC:2.5.1.56],ko00520,Amino sugar and nucleotide sugar metabolism,Carbohydrate Metabolism
K01655,"LYS21, LYS20",homocitrate synthase [EC:2.3.3.14],ko00300,Lysine biosynthesis,Amino Acid Metabolism
K01655,"LYS21, LYS20",homocitrate synthase [EC:2.3.3.14],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01655,"LYS21, LYS20",homocitrate synthase [EC:2.3.3.14],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01655,"LYS21, LYS20",homocitrate synthase [EC:2.3.3.14],ko01230,Biosynthesis of amino acids,#N/A
K01657,trpE,anthranilate synthase component I [EC:4.1.3.27],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01657,trpE,anthranilate synthase component I [EC:4.1.3.27],ko01230,Biosynthesis of amino acids,#N/A
K01658,trpG,anthranilate synthase component II [EC:4.1.3.27],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01658,trpG,anthranilate synthase component II [EC:4.1.3.27],ko01230,Biosynthesis of amino acids,#N/A
K01659,prpC,2-methylcitrate synthase [EC:2.3.3.5],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K01661,menB,naphthoate synthase [EC:4.1.3.36],ko00130,Ubiquinone and other terpenoid-quinone biosynthesis,Metabolism of Cofactors and Vitamins
K01662,dxs,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],ko00730,Thiamine metabolism,Metabolism of Cofactors and Vitamins
K01662,dxs,1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7],ko00900,Terpenoid backbone biosynthesis,Metabolism of Terpenoids and Polyketides
K01663,HIS7,glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-],ko00340,Histidine metabolism,Amino Acid Metabolism
K01663,HIS7,glutamine amidotransferase / cyclase [EC:2.4.2.- 4.1.3.-],ko01230,Biosynthesis of amino acids,#N/A
K01664,pabA,para-aminobenzoate synthetase component II [EC:2.6.1.85],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K01665,pabB,para-aminobenzoate synthetase component I [EC:2.6.1.85],ko00790,Folate biosynthesis,Metabolism of Cofactors and Vitamins
K01666,mhpE,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],ko00360,Phenylalanine metabolism,Amino Acid Metabolism
K01666,mhpE,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K01666,mhpE,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],ko00621,Dioxin degradation,Xenobiotics Biodegradation and Metabolism
K01666,mhpE,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],ko00622,Xylene degradation,Xenobiotics Biodegradation and Metabolism
K01666,mhpE,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],ko01220,Degradation of aromatic compounds,#N/A
K01667,tnaA,tryptophanase [EC:4.1.99.1],ko00380,Tryptophan metabolism,Amino Acid Metabolism
K01668,E4.1.99.2,tyrosine phenol-lyase [EC:4.1.99.2],ko00350,Tyrosine metabolism,Amino Acid Metabolism
K01672,E4.2.1.1,carbonic anhydrase [EC:4.2.1.1],ko00910,Nitrogen metabolism,Energy Metabolism
K01673,"cynT, can",carbonic anhydrase [EC:4.2.1.1],ko00910,Nitrogen metabolism,Energy Metabolism
K01674,cah,carbonic anhydrase [EC:4.2.1.1],ko00910,Nitrogen metabolism,Energy Metabolism
K01676,"E4.2.1.2A, fumA, fumB","fumarate hydratase, class I [EC:4.2.1.2]",ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01676,"E4.2.1.2A, fumA, fumB","fumarate hydratase, class I [EC:4.2.1.2]",ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01676,"E4.2.1.2A, fumA, fumB","fumarate hydratase, class I [EC:4.2.1.2]",ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01676,"E4.2.1.2A, fumA, fumB","fumarate hydratase, class I [EC:4.2.1.2]",ko01200,Carbon metabolism,#N/A
K01677,"E4.2.1.2AA, fumA",fumarate hydratase subunit alpha [EC:4.2.1.2],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01677,"E4.2.1.2AA, fumA",fumarate hydratase subunit alpha [EC:4.2.1.2],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01677,"E4.2.1.2AA, fumA",fumarate hydratase subunit alpha [EC:4.2.1.2],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01677,"E4.2.1.2AA, fumA",fumarate hydratase subunit alpha [EC:4.2.1.2],ko01200,Carbon metabolism,#N/A
K01678,"E4.2.1.2AB, fumB",fumarate hydratase subunit beta [EC:4.2.1.2],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01678,"E4.2.1.2AB, fumB",fumarate hydratase subunit beta [EC:4.2.1.2],ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01678,"E4.2.1.2AB, fumB",fumarate hydratase subunit beta [EC:4.2.1.2],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01678,"E4.2.1.2AB, fumB",fumarate hydratase subunit beta [EC:4.2.1.2],ko01200,Carbon metabolism,#N/A
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko00620,Pyruvate metabolism,Carbohydrate Metabolism
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko01200,Carbon metabolism,#N/A
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko05200,Pathways in cancer,Cancers
K01679,"E4.2.1.2B, fumC","fumarate hydratase, class II [EC:4.2.1.2]",ko05211,Renal cell carcinoma,Cancers
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko01200,Carbon metabolism,#N/A
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01681,"ACO, acnA",aconitate hydratase [EC:4.2.1.3],ko01230,Biosynthesis of amino acids,#N/A
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko00020,Citrate cycle (TCA cycle),Carbohydrate Metabolism
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko00630,Glyoxylate and dicarboxylate metabolism,Carbohydrate Metabolism
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko00720,Carbon fixation pathways in prokaryotes,Energy Metabolism
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko01200,Carbon metabolism,#N/A
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01682,acnB,aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],ko01230,Biosynthesis of amino acids,#N/A
K01684,dgoD,galactonate dehydratase [EC:4.2.1.6],ko00052,Galactose metabolism,Carbohydrate Metabolism
K01685,uxaA,altronate hydrolase [EC:4.2.1.7],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K01686,uxuA,mannonate dehydratase [EC:4.2.1.8],ko00040,Pentose and glucuronate interconversions,Carbohydrate Metabolism
K01687,ilvD,dihydroxy-acid dehydratase [EC:4.2.1.9],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K01687,ilvD,dihydroxy-acid dehydratase [EC:4.2.1.9],ko00770,Pantothenate and CoA biosynthesis,Metabolism of Cofactors and Vitamins
K01687,ilvD,dihydroxy-acid dehydratase [EC:4.2.1.9],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01687,ilvD,dihydroxy-acid dehydratase [EC:4.2.1.9],ko01230,Biosynthesis of amino acids,#N/A
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko00010,Glycolysis / Gluconeogenesis,Carbohydrate Metabolism
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko00680,Methane metabolism,Energy Metabolism
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko01200,Carbon metabolism,#N/A
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko01230,Biosynthesis of amino acids,#N/A
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko03018,RNA degradation,"Folding, Sorting and Degradation"
K01689,"ENO, eno",enolase [EC:4.2.1.11],ko04066,HIF-1 signaling pathway,#N/A
K01690,edd,phosphogluconate dehydratase [EC:4.2.1.12],ko00030,Pentose phosphate pathway,Carbohydrate Metabolism
K01690,edd,phosphogluconate dehydratase [EC:4.2.1.12],ko01200,Carbon metabolism,#N/A
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00071,Fatty acid degradation,Lipid Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00280,"Valine, leucine and isoleucine degradation",Amino Acid Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00281,Geraniol degradation,Metabolism of Terpenoids and Polyketides
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00310,Lysine degradation,Amino Acid Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00360,Phenylalanine metabolism,Amino Acid Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00362,Benzoate degradation,Xenobiotics Biodegradation and Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00380,Tryptophan metabolism,Amino Acid Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00410,beta-Alanine metabolism,Metabolism of Other Amino Acids
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00627,Aminobenzoate degradation,Xenobiotics Biodegradation and Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00650,Butanoate metabolism,Carbohydrate Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00903,Limonene and pinene degradation,Metabolism of Terpenoids and Polyketides
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko00930,Caprolactam degradation,Xenobiotics Biodegradation and Metabolism
K01692,"paaF, echA",enoyl-CoA hydratase [EC:4.2.1.17],ko01212,Fatty acid metabolism,Lipid Metabolism
K01693,hisB,imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],ko00340,Histidine metabolism,Amino Acid Metabolism
K01693,hisB,imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],ko01230,Biosynthesis of amino acids,#N/A
K01694,TRP,tryptophan synthase [EC:4.2.1.20],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K01694,TRP,tryptophan synthase [EC:4.2.1.20],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01694,TRP,tryptophan synthase [EC:4.2.1.20],ko01230,Biosynthesis of amino acids,#N/A
K01695,trpA,tryptophan synthase alpha chain [EC:4.2.1.20],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K01695,trpA,tryptophan synthase alpha chain [EC:4.2.1.20],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01695,trpA,tryptophan synthase alpha chain [EC:4.2.1.20],ko01230,Biosynthesis of amino acids,#N/A
K01696,trpB,tryptophan synthase beta chain [EC:4.2.1.20],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K01696,trpB,tryptophan synthase beta chain [EC:4.2.1.20],ko00400,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism
K01696,trpB,tryptophan synthase beta chain [EC:4.2.1.20],ko01230,Biosynthesis of amino acids,#N/A
K01697,"E4.2.1.22, CBS",cystathionine beta-synthase [EC:4.2.1.22],ko00260,"Glycine, serine and threonine metabolism",Amino Acid Metabolism
K01697,"E4.2.1.22, CBS",cystathionine beta-synthase [EC:4.2.1.22],ko00270,Cysteine and methionine metabolism,Amino Acid Metabolism
K01697,"E4.2.1.22, CBS",cystathionine beta-synthase [EC:4.2.1.22],ko01230,Biosynthesis of amino acids,#N/A
K01698,"hemB, ALAD",porphobilinogen synthase [EC:4.2.1.24],ko00860,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins
K01699,pduC,propanediol dehydratase large subunit [EC:4.2.1.28],ko00640,Propanoate metabolism,Carbohydrate Metabolism
K01702,LEU1,3-isopropylmalate dehydratase [EC:4.2.1.33],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
K01702,LEU1,3-isopropylmalate dehydratase [EC:4.2.1.33],ko01210,2-Oxocarboxylic acid metabolism,#N/A
K01702,LEU1,3-isopropylmalate dehydratase [EC:4.2.1.33],ko01230,Biosynthesis of amino acids,#N/A
K01703,leuC,3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35],ko00290,"Valine, leucine and isoleucine biosynthesis",Amino Acid Metabolism
